Statistical profiling result from isolate-0x138008000-24751-v8.log, (3160 ticks, 14 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    6.7%        Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      1  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    6.7%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    6.7%        Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29

    352   11.1%  T _semaphore_destroy
    319   90.6%    LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
    317   99.4%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
    311   98.1%        LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
    311  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      6    1.9%        LazyCompile: *Writable.uncork node:internal/streams/writable:341:37
      6  100.0%          Function: ^connectionCorkNT node:_http_outgoing:796:26
      6  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
     31    8.8%    LazyCompile: *clearBuffer node:internal/streams/writable:529:21
     29   93.5%      LazyCompile: *Writable.uncork node:internal/streams/writable:341:37
     29  100.0%        Function: ^connectionCorkNT node:_http_outgoing:796:26
     29  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      2    6.5%      Function: ^Writable.uncork node:internal/streams/writable:341:37
      2  100.0%        Function: ^connectionCorkNT node:_http_outgoing:796:26
      2  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35

    146    4.6%  T _posix_spawnattr_setflags

    121    3.8%  T _connect$NOCANCEL
     77   63.6%    LazyCompile: *Readable.read node:internal/streams/readable:394:35
     72   93.5%      LazyCompile: *maybeReadMore_ node:internal/streams/readable:609:24
     72  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      5    6.5%      Function: ^maybeReadMore_ node:internal/streams/readable:609:24
      4   80.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1   20.0%        Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
     16   13.2%    LazyCompile: *stat node:fs:1454:14
      9   56.3%      LazyCompile: *<anonymous> node:internal/util:346:24
      9  100.0%        LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      9  100.0%          LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      9  100.0%            LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
      7   43.8%      Function: ^<anonymous> node:internal/util:346:24
      7  100.0%        LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      7  100.0%          LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      7  100.0%            LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
     13   10.7%    LazyCompile: *open node:fs:545:14
      9   69.2%      LazyCompile: *constructNT node:internal/streams/destroy:250:21
      9  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      4   30.8%      LazyCompile: *_construct node:internal/fs/streams:42:20
      4  100.0%        Function: ^constructNT node:internal/streams/destroy:250:21
      4  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      6    5.0%    LazyCompile: *close node:internal/fs/streams:108:15
      5   83.3%      LazyCompile: *destroy node:internal/streams/destroy:32:17
      5  100.0%        LazyCompile: *endReadableNT node:internal/streams/readable:1339:23
      5  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1   16.7%      Function: ^ReadStream._destroy node:internal/fs/streams:282:41
      1  100.0%        Function: ^_destroy node:internal/streams/destroy:70:18
      1  100.0%          Function: ^destroy node:internal/streams/destroy:32:17
      1  100.0%            Function: ^endReadableNT node:internal/streams/readable:1339:23
      5    4.1%    LazyCompile: *close node:fs:511:15
      5  100.0%      Function: ^close node:internal/fs/streams:108:15
      5  100.0%        LazyCompile: *destroy node:internal/streams/destroy:32:17
      5  100.0%          LazyCompile: *endReadableNT node:internal/streams/readable:1339:23
      5  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35

     95    3.0%  T _mach_port_extract_member
     45   47.4%    LazyCompile: *Socket._writev node:net:801:36
     45  100.0%      Function: ^doWrite node:internal/streams/writable:398:17
     45  100.0%        LazyCompile: *clearBuffer node:internal/streams/writable:529:21
     44   97.8%          LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
     44  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.2%          LazyCompile: *end node:_http_outgoing:833:45
      1  100.0%            Function: ^onend node:internal/streams/readable:691:17
     42   44.2%    LazyCompile: *doWrite node:internal/streams/writable:398:17
     42  100.0%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
     42  100.0%        LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
     42  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      8    8.4%    LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
      8  100.0%      Function: ^Socket._writeGeneric node:net:769:42
      8  100.0%        Function: ^Socket._writev node:net:801:36
      8  100.0%          Function: ^doWrite node:internal/streams/writable:398:17
      8  100.0%            LazyCompile: *clearBuffer node:internal/streams/writable:529:21

     89    2.8%  T _mach_port_insert_member
     12   13.5%    LazyCompile: *Readable.read node:internal/streams/readable:394:35
     12  100.0%      LazyCompile: *maybeReadMore_ node:internal/streams/readable:609:24
     12  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      4    4.5%    t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1   25.0%      LazyCompile: *set body /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/response.js:134:11
      1  100.0%        t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%            t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1   25.0%      LazyCompile: *parserOnHeadersComplete node:_http_common:77:33
      1   25.0%      LazyCompile: *debug /Users/tornado/code/node/nodejs-study/node_modules/koa-send/node_modules/debug/src/common.js:66:17
      1  100.0%        LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%          LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      1  100.0%            LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
      1   25.0%      LazyCompile: *Readable.on node:internal/streams/readable:875:33
      1  100.0%        LazyCompile: *connectionListenerInternal node:_http_server:443:36
      1  100.0%          LazyCompile: *connectionListener node:_http_server:437:28
      1  100.0%            LazyCompile: *onconnection node:net:1544:22
      1    1.1%    LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
      1  100.0%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%        LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.1%    LazyCompile: *resolve node:path:1091:10
      1  100.0%      LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%        LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      1  100.0%          LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
      1  100.0%            Function: ^handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:148:27
      1    1.1%    LazyCompile: *open node:fs:545:14
      1  100.0%      LazyCompile: *constructNT node:internal/streams/destroy:250:21
      1  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.1%    LazyCompile: *onwrite node:internal/streams/writable:425:17
      1  100.0%      LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
      1  100.0%        LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%          LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.1%    LazyCompile: *nextTick node:internal/process/task_queues:104:18
      1  100.0%      LazyCompile: *write_ node:_http_outgoing:730:16
      1  100.0%        LazyCompile: *ondata node:internal/streams/readable:752:18
      1  100.0%          LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      1  100.0%            LazyCompile: *wrapper node:fs:658:19
      1    1.1%    LazyCompile: *close node:internal/fs/streams:108:15
      1  100.0%      LazyCompile: *destroy node:internal/streams/destroy:32:17
      1  100.0%        LazyCompile: *endReadableNT node:internal/streams/readable:1339:23
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35

     78    2.5%  /usr/lib/system/libsystem_malloc.dylib
     17   21.8%    LazyCompile: *createUnsafeBuffer node:internal/buffer:1059:28
     17  100.0%      LazyCompile: *Readable.read node:internal/streams/readable:394:35
     17  100.0%        LazyCompile: *maybeReadMore_ node:internal/streams/readable:609:24
     17  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      5    6.4%    LazyCompile: *wrapper node:fs:658:19
      4    5.1%    t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1   25.0%      LazyCompile: *onwrite node:internal/streams/writable:425:17
      1  100.0%        LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
      1  100.0%          LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%            LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      1   25.0%      LazyCompile: *Readable.read node:internal/streams/readable:394:35
      1  100.0%        LazyCompile: *maybeReadMore_ node:internal/streams/readable:609:24
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1   25.0%      LazyCompile: *Accepts.encoding.Accepts.encodings /Users/tornado/code/node/nodejs-study/node_modules/accepts/index.js:127:40
      1  100.0%        LazyCompile: *acceptsEncodings /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/request.js:572:19
      1  100.0%          LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%            LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      1   25.0%      Function: ^FastBuffer node:internal/buffer:958:14
      1  100.0%        Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      1  100.0%          Function: ^allocUnsafeSlow node:buffer:382:50
      1  100.0%            Function: ^ReadStream._read node:internal/fs/streams:234:38
      1    1.3%    LazyCompile: ~WriteStream._refreshSize node:tty:127:46
      1  100.0%      LazyCompile: ~<anonymous> node:internal/bootstrap/switches/is_main_thread:132:28
      1  100.0%        Function: ^emit node:events:470:44
      1    1.3%    LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
      1  100.0%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%        LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.3%    LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%      t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    1.3%    LazyCompile: *doWrite node:internal/streams/writable:398:17
      1  100.0%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%        LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.3%    LazyCompile: *connectionListenerInternal node:_http_server:443:36
      1  100.0%      LazyCompile: *connectionListener node:_http_server:437:28
      1  100.0%        LazyCompile: *onconnection node:net:1544:22
      1    1.3%    LazyCompile: *Socket node:net:283:16
      1  100.0%      LazyCompile: *onconnection node:net:1544:22
      1    1.3%    LazyCompile: *Readable.resume node:internal/streams/readable:964:37
      1  100.0%      LazyCompile: *Readable.on node:internal/streams/readable:875:33
      1  100.0%        LazyCompile: *Readable.pipe node:internal/streams/readable:654:35
      1  100.0%          LazyCompile: *handleResponse /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:166:28
      1    1.3%    Function: ^callback /Users/tornado/code/node/nodejs-study/node_modules/ee-first/index.js:53:20
      1  100.0%      Function: ^onevent /Users/tornado/code/node/nodejs-study/node_modules/ee-first/index.js:81:26
      1  100.0%        LazyCompile: *onFinish node:_http_outgoing:828:18
      1  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.3%    Function: ^<anonymous> node:fs:197:10

     47    1.5%  T _mach_vm_protect

     44    1.4%  T node::fs::NewFSReqCallback(v8::FunctionCallbackInfo<v8::Value> const&)
     27   61.4%    LazyCompile: *Readable.read node:internal/streams/readable:394:35
     26   96.3%      LazyCompile: *maybeReadMore_ node:internal/streams/readable:609:24
     26  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    3.7%      Function: ^maybeReadMore_ node:internal/streams/readable:609:24
      1  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
     12   27.3%    LazyCompile: *open node:fs:545:14
      9   75.0%      LazyCompile: *constructNT node:internal/streams/destroy:250:21
      9  100.0%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      3   25.0%      LazyCompile: *_construct node:internal/fs/streams:42:20
      3  100.0%        Function: ^constructNT node:internal/streams/destroy:250:21
      3  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      2    4.5%    LazyCompile: *stat node:fs:1454:14
      2  100.0%      Function: ^<anonymous> node:internal/util:346:24
      2  100.0%        LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      2  100.0%          LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      2  100.0%            LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
      2    4.5%    LazyCompile: *close node:internal/fs/streams:108:15
      2  100.0%      LazyCompile: *destroy node:internal/streams/destroy:32:17
      2  100.0%        LazyCompile: *endReadableNT node:internal/streams/readable:1339:23
      2  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.3%    Function: ^stat node:fs:1454:14
      1  100.0%      LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%        Function: ^serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      1  100.0%          Function: ^dispatch /Users/tornado/code/node/nodejs-study/node_modules/koa-compose/index.js:35:23
      1  100.0%            Function: ^<anonymous> /Users/tornado/code/node/nodejs-study/node_modules/koa-compose/index.js:31:19

     36    1.1%  T _sigprocmask
      3    8.3%    LazyCompile: *onwrite node:internal/streams/writable:425:17
      2   66.7%      LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
      2  100.0%        LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      2  100.0%          LazyCompile: *connectionCorkNT node:_http_outgoing:796:26
      2  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1   33.3%      LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      1  100.0%        LazyCompile: *Writable.uncork node:internal/streams/writable:341:37
      1  100.0%          Function: ^connectionCorkNT node:_http_outgoing:796:26
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.8%    LazyCompile: ~removeListener node:events:687:28
      1  100.0%      LazyCompile: ~cleanup node:internal/streams/readable:699:19
      1  100.0%        LazyCompile: ~onunpipe node:internal/streams/readable:681:20
      1  100.0%          Function: ^emit node:events:470:44
      1  100.0%            LazyCompile: ~Readable.unpipe node:internal/streams/readable:840:37
      1    2.8%    LazyCompile: ~readFileSync node:fs:450:22
      1  100.0%      LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%        LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1  100.0%          LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:70:31
      1    2.8%    LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.8%    LazyCompile: ~pause node:internal/streams/readable:725:17
      1  100.0%      Function: ^ondata node:internal/streams/readable:752:18
      1  100.0%        Function: ^emit node:events:470:44
      1  100.0%          LazyCompile: ~addChunk node:internal/streams/readable:304:18
      1  100.0%            Function: ^readableAddChunk node:internal/streams/readable:236:26
      1    2.8%    LazyCompile: ~onerror /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/context.js:107:10
      1  100.0%      Function: ^onerror /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:165:21
      1  100.0%        Function: ^runInAsyncScope node:async_hooks:195:18
      1  100.0%          Function: ^listener /Users/tornado/code/node/nodejs-study/node_modules/on-finished/index.js:162:21
      1  100.0%            Function: ^onFinish /Users/tornado/code/node/nodejs-study/node_modules/on-finished/index.js:96:21
      1    2.8%    LazyCompile: ~listOnTimeout node:internal/timers:507:25
      1  100.0%      LazyCompile: ~processTimers node:internal/timers:487:25
      1    2.8%    LazyCompile: ~insert node:internal/timers:350:16
      1  100.0%      LazyCompile: ~setUnrefTimeout node:internal/timers:372:25
      1  100.0%        LazyCompile: ~cache node:internal/http:26:15
      1  100.0%          LazyCompile: *_storeHeader node:_http_outgoing:374:22
      1  100.0%            LazyCompile: *writeHead node:_http_server:269:19
      1    2.8%    LazyCompile: ~endReadable node:internal/streams/readable:1329:21
      1  100.0%      Function: ^Readable.read node:internal/streams/readable:394:35
      1  100.0%        Function: ^flow node:internal/streams/readable:1009:14
      1  100.0%          Function: ^emitReadable_ node:internal/streams/readable:574:23
      1  100.0%            LazyCompile: ~onEofChunk node:internal/streams/readable:533:20
      1    2.8%    LazyCompile: ~depd /Users/tornado/code/node/nodejs-study/node_modules/http-assert/node_modules/depd/index.js:105:15
      1  100.0%      Function: ~<anonymous> /Users/tornado/code/node/nodejs-study/node_modules/http-assert/node_modules/http-errors/index.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.8%    LazyCompile: ~createDebug /Users/tornado/code/node/nodejs-study/node_modules/koa-mount/node_modules/debug/src/common.js:60:22
      1  100.0%      Function: ~<anonymous> /Users/tornado/code/node/nodejs-study/node_modules/koa-mount/index.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.8%    LazyCompile: ~Socket.end node:net:608:32
      1  100.0%      LazyCompile: ~Socket.destroySoon node:net:656:40
      1  100.0%        LazyCompile: ~resOnFinish node:_http_server:788:21
      1  100.0%          Function: ^emit node:events:470:44
      1  100.0%            LazyCompile: ~onFinish node:_http_outgoing:828:18
      1    2.8%    LazyCompile: ~IncomingMessage node:_http_incoming:51:25
      1  100.0%      LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    2.8%    LazyCompile: *resolve node:path:1091:10
      1  100.0%      LazyCompile: *resolvePath /Users/tornado/code/node/nodejs-study/node_modules/resolve-path/index.js:45:22
      1  100.0%        LazyCompile: *send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%          LazyCompile: *serve /Users/tornado/code/node/nodejs-study/node_modules/koa-static/index.js:39:33
      1  100.0%            LazyCompile: *handleRequest /Users/tornado/code/node/nodejs-study/node_modules/koa/lib/application.js:162:16
      1    2.8%    LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.8%    Function: ^emit node:events:470:44
      1    2.8%    Function: ^<anonymous> node:internal/validators:236:42
      1  100.0%      Function: ^ReadStream node:internal/fs/streams:148:20
      1  100.0%        Function: ^createReadStream node:fs:2869:26
      1  100.0%          Function: ^send /Users/tornado/code/node/nodejs-study/node_modules/koa-send/index.js:50:21
      1  100.0%            t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)

     32    1.0%  T ___bsdthread_terminate
      1    3.1%    LazyCompile: ~Socket._writeGeneric node:net:769:42
      1  100.0%      LazyCompile: ~Socket._write node:net:806:35
      1  100.0%        LazyCompile: ~doWrite node:internal/streams/writable:398:17
      1  100.0%          LazyCompile: ~clearBuffer node:internal/streams/writable:529:21
      1  100.0%            LazyCompile: *connectionCorkNT node:_http_outgoing:796:26

